Letter,Plant Name,Plant Code,Plant ID,URL
B,Brachiaria decumbens,537,537,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=537
B,Brachiaria deflexa,3803,3803,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3803
B,Brachiaria distachya,17884,17884,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=17884
B,Brachiaria dura,3805,3805,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3805
B,Brachiaria humidicola,538,538,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=538
B,Brachiaria jubata,3807,3807,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3807
B,Brachiaria lachnantha,376623,376623,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=376623
B,Brachiaria leersioides,376624,376624,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=376624
B,Brachiaria leucacrantha,367718,367718,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=367718
B,Brachiaria lindiensis,376625,376625,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=376625
B,Brachiaria miliiformis,539,539,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=539
B,Brachiaria mutica,540,540,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=540
B,Brachiaria radicans,3813,3813,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3813
B,Brachiaria ramosa,3814,3814,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3814
B,Brachiaria ruziziensis,543,543,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=543
B,Brachiaria serrata,76830,76830,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=76830
B,Brachychiton acerifolius,3820,3820,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3820
B,Brachychiton populneus,545,545,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=545
B,Brachylaena huillensis,30442,30442,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=30442
B,Brachystegia spiciformis,3837,3837,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3837
B,Brassica campestris,3844,3844,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3844
B,Brassica carinata,3848,3848,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3848
B,Brassica chinensis,547,547,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=547
B,Brassica juncea,548,548,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=548
B,Brassica napus,549,549,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=549
B,Brassica napus var. napobrassica,3861,3861,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3861
B,Brassica nigra,550,550,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=550
B,Brassica oleracea var. acephala,3867,3867,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3867
B,Brassica oleracea var. botrytis,553,553,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=553
B,Brassica oleracea var. capitata,554,554,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=554
B,Brassica oleracea var. gemmifera,555,555,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=555
B,Brassica oleracea var. gongyloides,2220,2220,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2220
B,Brassica oleracea var. italica,556,556,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=556
B,Brassica rapa Gaisin gr.,3877,3877,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3877
B,Brassica rapa Pak Choi,3878,3878,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3878
B,Brassica rapa var. rapifera,3881,3881,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3881
B,Bridelia micrantha,3896,3896,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3896
B,Briza media,3903,3903,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3903
B,Bromus carinatus,3912,3912,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3912
B,Bromus catharticus,3913,3913,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3913
B,Bromus erectus,12746,12746,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=12746
B,Bromus hordeaceus,3916,3916,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3916
B,Bromus inermis,3917,3917,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3917
B,Bromus marginatus,3922,3922,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3922
B,Bromus tomentellus,3930,3930,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3930
B,Bromus unioloides,3931,3931,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3931
B,Brosimum alicastrum,2469,2469,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2469
B,Broussonetia papyrifera,565,565,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=565
B,Bruguiera gymnorrhiza,2499,2499,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2499
B,Bryonia cretica,17895,17895,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=17895
B,Buchanania latifolia,3957,3957,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3957
B,Buchloe dactyloides,3961,3961,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3961
B,Buckinghamia celsissima,3962,3962,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3962
B,Burkea africana,42696,42696,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=42696
B,Bursera simaruba,3982,3982,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3982
B,Butea monosperma,3986,3986,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3986
B,Butomus umbellatus,3988,3988,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3988
B,Butyrospermum paradoxum ssp. parkii,3989,3989,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3989
B,Buxus sempervirens,3993,3993,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3993
C,Caesalpinia coriaria,4004,4004,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4004
C,Caesalpinia sappan,4006,4006,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4006
C,Cajanus cajan,576,576,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=576
C,Calamagrostis epigeios,4016,4016,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4016
C,Calamus caesius,4023,4023,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4023
C,Calamus erinaceus,4027,4027,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4027
C,Calamus peregrinus,4033,4033,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4033
C,Calathea allouia,4037,4037,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4037
C,Calendula officinalis,4040,4040,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4040
C,Calliandra calothyrsus,4042,4042,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4042
C,Calliandra tweedii,126505,126505,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=126505
C,Callitris columellaris,4053,4053,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4053
C,Callitris endlicheri,4054,4054,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4054
C,Callitris glauca,4055,4055,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4055
C,Callitris macleayana,4056,4056,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4056
C,Callitris preissii ssp. preissii,4058,4058,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4058
C,Callitris preissii var. Murray,4057,4057,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4057
C,Callitris preissii var. verrucosa,4059,4059,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4059
C,Calluna vulgaris,4061,4061,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4061
C,Calodendrum capense,44868,44868,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=44868
C,Calophyllum apetalum,4073,4073,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4073
C,Calophyllum brasiliense,4074,4074,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4074
C,Calophyllum elatum,4075,4075,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4075
C,Calophyllum inophyllum,588,588,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=588
C,Calophyllum peekelii,4076,4076,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4076
C,Calopogonium caeruleum,595,595,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=595
C,Calopogonium mucunoides,596,596,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=596
C,Calotropis procera,4079,4079,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4079
C,Caltha palustris,4081,4081,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4081
C,Camelina sativa,400004,400004,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=400004
C,Camellia sinensis,599,599,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=599
C,Camellia sinensis var. assamica,4089,4089,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4089
C,Camellia sinensis var. sinensis,4090,4090,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4090
C,Campanula rapunculus,4094,4094,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4094
C,Campnosperma brevipetiolata,601,601,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=601
C,Cananga odorata,603,603,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=603
C,Canarium indicum,606,606,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=606
C,Canarium ovatum,4111,4111,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4111
C,Canavalia brasiliensis,202719,202719,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=202719
C,Canavalia ensiformis,609,609,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=609
C,Canavalia gladiata,2227,2227,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2227
C,Canna edulis,2228,2228,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2228
C,Canna indica,612,612,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=612
C,Cannabis sativa ssp. indica,4127,4127,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4127
C,Capparis decidua,4145,4145,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4145
C,Capparis spinosa,4159,4159,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4159
C,Capparis tomentosa,4161,4161,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4161
C,Capsella bursa-pastoris,4164,4164,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4164
C,Capsicum annuum,618,618,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=618
C,Capsicum baccatum var. pendulum,4177,4177,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4177
C,Capsicum chinense,4178,4178,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4178
C,Capsicum frutescens,621,621,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=621
C,Capsicum pubescens,4183,4183,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4183
C,Caragana arborescens,12852,12852,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=12852
C,Caragana intermedia,4185,4185,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4185
C,Caragana korshinskii,4186,4186,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4186
C,Caragana microphylla,4187,4187,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4187
C,Carallia lucida,4189,4189,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4189
C,Carapa guianensis,4198,4198,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4198
C,Cardwellia sublimis F.Muell,4214,4214,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4214
C,Carica papaya,630,630,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=630
C,Carica pubescens,4218,4218,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4218
C,Cariniaria pyriformis,4221,4221,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4221
C,Carissa carandas,4223,4223,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4223
C,Carissa edulis,4225,4225,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4225
C,Carissa macrocarpa,4229,4229,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4229
C,Carlina acaulis,49984,49984,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=49984
C,Carludovica palmata,4233,4233,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4233
C,Carpinus betulus,4238,4238,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4238
C,Carthamus tinctorius,2514,2514,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2514
C,Carum carvi,4256,4256,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4256
C,Carya illinoensis,2231,2231,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2231
C,Caryocar nuciferum,4271,4271,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4271
C,Caryodendron orinocense,4273,4273,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4273
C,Caryota urens,4278,4278,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4278
C,Casimiroa edulis,633,633,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=633
C,Cassia alata,634,634,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=634
C,Cassia angustifolia,4280,4280,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4280
C,Cassia auriculata,4281,4281,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4281
C,Cassia brewsteri,4283,4283,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4283
C,Cassia eremophila,12957,12957,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=12957
C,Cassia fistula,635,635,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=635
C,Cassia mimosoides,4291,4291,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4291
C,Cassia occidentalis,639,639,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=639
C,Cassia rotundifolia,4296,4296,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4296
C,Cassia senna,4298,4298,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4298
C,Cassia siamea,4299,4299,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4299
C,Cassia sieberana,4300,4300,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4300
C,Cassia tomentosa,4305,4305,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4305
C,Castanea crenata,4312,4312,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4312
C,Castanea dentata,4313,4313,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4313
C,Castanea mollissima,4314,4314,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4314
C,Castanea pumila,4315,4315,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4315
C,Castanea sativa,2234,2234,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2234
C,Castanospermum australe,2235,2235,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2235
C,Castilla elastica,644,644,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=644
C,Casuarina campestris,4335,4335,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4335
C,Casuarina cristata,4336,4336,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4336
C,Casuarina cristata ssp. pauper,17652,17652,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=17652
C,Casuarina cunninghamiana,4337,4337,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4337
C,Casuarina decaisneana,4338,4338,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4338
C,Casuarina dielsiana,4339,4339,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4339
C,Casuarina equisetifolia,646,646,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=646
C,Casuarina fraseriana,4340,4340,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4340
C,Casuarina glauca,4341,4341,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4341
C,Casuarina huegeliana,4342,4342,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4342
C,Casuarina junghuhniana,4343,4343,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4343
C,Casuarina littoralis,4344,4344,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4344
C,Casuarina luehmannii,4345,4345,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4345
C,Casuarina obesa,4346,4346,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4346
C,Casuarina oligodon,648,648,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=648
C,Casuarina stricta,4347,4347,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4347
C,Casuarina torulosa,4348,4348,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4348
C,Catalpa bignonioides,4349,4349,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4349
C,Catha edulis,4352,4352,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4352
C,Catharanthus roseus,652,652,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=652
C,Cedrela odorata,656,656,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=656
C,Cedrus deodara,4363,4363,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4363
C,Ceiba pentandra,658,658,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=658
C,Celosia argentea,660,660,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=660
C,Celtis australis,13007,13007,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=13007
C,Cenchrus biflorus,4387,4387,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4387
C,Cenchrus ciliaris,666,666,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=666
C,Cenchrus pennisetiformis,4393,4393,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4393
C,Cenchrus setigerus,4395,4395,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4395
C,Centaurea centaurium,49985,49985,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=49985
C,Centaurea cyanus,4398,4398,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4398
C,Centaurea jacea,4400,4400,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4400
C,Centella asiatica,669,669,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=669
C,Centropodia glauca,127115,127115,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=127115
C,Centrosema acutifolium,4409,4409,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4409
C,Centrosema acutifolium var. matogrossense,372225,372225,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=372225
C,Centrosema brasilianum,372226,372226,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=372226
C,Centrosema macrocarpum,4410,4410,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4410
C,Centrosema pascuorum,4411,4411,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4411
C,Centrosema plumieri,4412,4412,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4412
C,Centrosema pubescens,671,671,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=671
C,Centrosema rotundifolium,372229,372229,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=372229
C,Centrosema virginianum,4413,4413,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4413
C,Cephaelis ipecacuanha,4414,4414,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4414
C,Ceratonia siliqua,4426,4426,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4426
C,Ceratopetalum apetalum,4427,4427,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4427
C,Ceriops decandra,4434,4434,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4434
C,Ceriops tagal,4435,4435,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4435
C,Ceterach officinarum,49986,49986,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=49986
C,Cetraria islandica,49987,49987,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=49987
C,Chamaecrista nictitans,74962,74962,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=74962
C,Chamaecrista rotundifolia,400000,400000,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=400000
C,Chamaecytisus palmensis,11660,11660,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11660
C,Chamaedorea sp.,4465,4465,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4465
C,Chamaedorea tepejilote,4466,4466,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4466
C,Chamaerops humilis,4469,4469,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4469
C,Cheiranthus cheiri,4479,4479,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4479
C,Chelidonium majus,4480,4480,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4480
C,Chenopodium album,17797,17797,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=17797
C,Chenopodium album ssp. album,4481,4481,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4481
C,Chenopodium ambrosioides,4483,4483,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4483
C,Chenopodium bonus-henricus,4485,4485,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4485
C,Chenopodium pallidicaule,4494,4494,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4494
C,Chenopodium quinoa,2509,2509,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2509
C,Chloris gayana,681,681,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=681
C,Chloris mossambicensis,367651,367651,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=367651
C,Chloris roxburghiana,4507,4507,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4507
C,Chloris virgata,683,683,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=683
C,Chlorogalum pomeridianum,4509,4509,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4509
C,Chlorophora excelsa,4510,4510,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4510
C,Chlorophytum comosum,34722,34722,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=34722
C,Chloroxylon swietenia,4516,4516,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4516
C,Chromolaena odorata,685,685,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=685
C,Chrysanthemum coccineum,4523,4523,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4523
C,Chrysanthemum coronarium var. coronarium,4524,4524,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4524
C,Chrysanthemum leucanthemum,4528,4528,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4528
C,Chrysanthemum parthenium,4531,4531,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4531
C,Chrysophyllum albidum,4538,4538,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4538
C,Chrysophyllum cainito,689,689,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=689
C,Chrysopogon aciculatus,690,690,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=690
C,Chrysopogon aucheri,376626,376626,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=376626
C,Chrysopogon orientalis,13177,13177,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=13177
C,Chrysopogon plumulosus,4544,4544,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4544
C,Chukrasia velutina,4548,4548,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4548
C,Cicer arietinum,2479,2479,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2479
C,Cichorium endivia,693,693,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=693
C,Cichorium intybus,694,694,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=694
C,Cimicifuga racemosa,49988,49988,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=49988
C,Cinchona calisaya,4563,4563,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4563
C,Cinchona ledgeriana,4564,4564,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4564
C,Cinchona officinalis,4565,4565,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4565
C,Cinchona pubescens,697,697,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=697
C,Cinnamomum burmannii,4567,4567,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4567
C,Cinnamomum camphora,699,699,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=699
C,Cinnamomum cassia,4568,4568,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4568
C,Cinnamomum loureirii,4570,4570,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4570
C,Cinnamomum verum,702,702,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=702
C,Citrofortunella x microcarpa,4617,4617,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4617
C,Citrullus colocynthis,4618,4618,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=4618
C,Citrullus lanatus,708,708,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=708
C,Citrus aurantifolia,2242,2242,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2242
C,Citrus aurantium,711,711,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=711
C,Citrus aurantium ssp. bergamia,205644,205644,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=205644
