volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,thailand,distribution,ecology,family_url,genus_url,species_url,specific_name
7,Alismataceae,3. Sagittaria,Sagittaria,3.0,Sagittaria guayanensis Humb.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Alismataceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Sagittaria&tdcode=02516,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02517,Sagittaria guayanensis Humb.
7,Cymodoceaceae,1. Cymodocea,Cymodocea,1.0,"Cymodocea rotundata Ehrenb. & Hempr, ex Asch.","PENINSULAR: Phangnga, Phuket, Krabi.",As the genus.,"Marine waters below low water mark so that the plants are exposed only during spring ebbs. The species is found especially in sand spots of coral reefs but occasionally forms large mats on muddy flats. It also can tolerate lower salinities; consequently, it occasionally is found in some estuaries.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cymodoceaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cymodocea&tdcode=02525,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02526,"Cymodocea rotundata Ehrenb. & Hempr, ex Asch."
7,Hydrocharitaceae,1. Blyxa,Blyxa,1.0,Blyxa japonica (Miq.) Maxim. ex Asch. & Gürke,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Hydrocharitaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blyxa&tdcode=02530,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02534,Blyxa japonica (Miq.) Maxim. ex Asch. & Gürke
7,Hydrocharitaceae,6. Najas,Najas,6.0,Najas graminea Delile,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Hydrocharitaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Najas&tdcode=02547,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02548,Najas graminea Delile
7,Melastomataceae,13. Pternandra,Pternandra,13.0,Pternandra echinata Jack,"PENINSULAR: Nakhon Si Thammarat, Phatthalung, Trang, Satun, Songkhla, Yala.","Malay Peninsula (west coast of Sumatra at Kataun – type, Penang – neotype), Riouw Archipelago, Borneo.","Common beside streams in primary and secondary evergreen forests, from sea level to 400 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Melastomataceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pternandra&tdcode=02662,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02664,Pternandra echinata Jack
7,Melastomataceae,6. Melastoma,Melastoma,6.0,Melastoma malabathricum L.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Melastomataceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Melastoma&tdcode=02621,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02624,Melastoma malabathricum L.
7,Melastomataceae,11. Phyllagathis,Phyllagathis,11.0,Phyllagathis hispida King,CENTRAL: Saraburi; PENINSULAR: Pattani.,Malay Peninsula (Perak and Pahang – syntypes).,Shaded moist rocks beside a waterfall in evergreen hardwood forests at about 100 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Melastomataceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Phyllagathis&tdcode=02654,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02655,Phyllagathis hispida King
7,Sterculiaceae,19. Sterculia,Sterculia,19.0,Sterculia urens Roxb.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sterculiaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Sterculia&tdcode=02796,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02810,Sterculia urens Roxb.
7,Sterculiaceae,14. Pterocymbium,Pterocymbium,14.0,Pterocymbium tinctorium (Blanco) Merr.,Throughout the country.,"India, Malay Peninsula, Indochina, Indonesia, the Philippines (type).","In tropical lowland forests to upper mixed deciduous forests, 5–800 m alt. Flowering and fruiting: January–April, deciduous before blooming.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sterculiaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pterocymbium&tdcode=02772,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02774,Pterocymbium tinctorium (Blanco) Merr.
7,Sterculiaceae,17. Reevesia,Reevesia,17.0,Reevesia pubescens Mast.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sterculiaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Reevesia&tdcode=02789,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02790,Reevesia pubescens Mast.
7,Sterculiaceae,15. Pterospermum,Pterospermum,15.0,Pterospermum littorale Craib,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sterculiaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pterospermum&tdcode=02775,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02782,Pterospermum littorale Craib
7,Sterculiaceae,7. Helicteres,Helicteres,7.0,Helicteres lanceolata A.DC.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sterculiaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Helicteres&tdcode=02743,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02749,Helicteres lanceolata A.DC.
7,Loranthaceae,9. Macrosolen,Macrosolen,9.0,Macrosolen melintangensis (Korth.) Miq.,"NORTHERN: Chiang Mai (Doi Suthep); NORTH-EASTERN: Loei (Khao Krading); SOUTH-EASTERN: Trat (Khao Kuap); PENINSULAR: Phuket, Trang (Khao Phap Pha), Narathiwat.","Peninsular Malaysia to Cambodia and southwards and eastwards to Sumatra, Borneo, Java, Celebes and the Philippines.","Probably mostly in primary evergreen forests, mostly from 1,000 to 2,350 m alt., less frequently down to sea level; in Thailand recorded from primary evergreen/ pine forests and melaleuca swamp forests, in lowlands and also from 1,200–1,610 m alt., recorded hosts include",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Loranthaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Macrosolen&tdcode=02856,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02860,Macrosolen melintangensis (Korth.) Miq.
7,Loranthaceae,6. Helixanthera,Helixanthera,6.0,"Helixanthera sp. nov. ""discreta""",Localities not known (see below).,Possibly endemic to Thailand.,Not known.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Loranthaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Helixanthera&tdcode=02843,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02851,"Helixanthera sp. nov. ""discreta"""
7,Viscaceae,4. Viscum,Viscum,4.0,Viscum monoicum DC.,"NORTHERN: Nakhon Sawan; NORTH-EASTERN: Maha Sarakham; PENINSULAR: Ranong, Trang.","From India, Ceylon and Burma eastwards to S China and Vietnam.","Altitudes 0–1,500 m, habit and host preferences not known. In Thailand recorded once from 10 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Viscaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Viscum&tdcode=02882,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02886,Viscum monoicum DC.
7,Myristicaceae,4. Knema,Knema,4.0,Knema laurina (Blume) Warb.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myristicaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Knema&tdcode=02914,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02931,Knema laurina (Blume) Warb.
7,Myristicaceae,4. Knema,Knema,4.0,Knema latericia Elmer,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myristicaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Knema&tdcode=02914,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02929,Knema latericia Elmer
7,Myristicaceae,4. Knema,Knema,4.0,Knema hookeriana (Wall. ex Hook.f. & Thomson) Warb.,"PENINSULAR: Pattani, Yala, Narathiwat.","Malay Peninsula (type), Singapore, Sumatra.","Evergreen forests, 100–500 m alt. Flowering: March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myristicaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Knema&tdcode=02914,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02927,Knema hookeriana (Wall. ex Hook.f. & Thomson) Warb.
7,Myristicaceae,4. Knema,Knema,4.0,Knema glauca (Blume) Petermann,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myristicaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Knema&tdcode=02914,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02923,Knema glauca (Blume) Petermann
7,Myristicaceae,4. Knema,Knema,4.0,Knema sp.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myristicaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Knema&tdcode=02914,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02939,Knema sp.
7,Myrtaceae,9. Melaleuca,Melaleuca,9.0,Melaleuca cajuputi Maton & Sm. ex R.Powell,"SOUTH-EASTERN: Chon Buri, Rayong, Chanthaburi, Trat; PENINSULAR: Ranong, Surat Thani, Phangnga, Phuket, Nakhon Si Thamarat, Satun, Songkhla, Narathiwat.","India, Burma, Cambodia, Vietnam, China, Malesia (Moluccas type), Australia.","In various types of wet forests, usually at low altitudes on white sand. Often dominant in seasonally flooded forests where it may form almost monospecific stands.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Melaleuca&tdcode=02984,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02985,Melaleuca cajuputi Maton & Sm. ex R.Powell
7,Myrtaceae,14. Tristaniopsis,Tristaniopsis,14.0,Tristaniopsis burmanica (Griff.) Peter G.Wilson & J.T.Waterh.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Tristaniopsis&tdcode=03111,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03112,Tristaniopsis burmanica (Griff.) Peter G.Wilson & J.T.Waterh.
7,Myrtaceae,4. Cleistocalyx,Cleistocalyx,4.0,Cleistocalyx nervosum (A.Cunn. ex DC.) Kosterm.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cleistocalyx&tdcode=02956,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02958,Syzygium nervosum
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium angkae (Craib) Chantar. & J.Parn.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03002,Syzygium angkae (Craib) Chantar. & J.Parn.
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium attenuatum (Miq.) Merr. & L.M.Perry,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03007,Syzygium attenuatum (Miq.) Merr. & L.M.Perry
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium boisianum (Gagnep.) Merr. & L.M.Perry,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03013,Syzygium boisianum (Gagnep.) Merr. & L.M.Perry
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium borneense (Miq.) Miq.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03015,Syzygium borneense (Miq.) Miq.
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium cacuminis (Craib) Chantar. & J.Parn.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03018,Syzygium cacuminis (Craib) Chantar. & J.Parn.
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium campanulatum Korth.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03021,Syzygium myrtifolium
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium grande (Wight) Walp.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03042,Syzygium grande (Wight) Walp.
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium gratum (Wight) S.N.Mitra,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03045,Syzygium antisepticum
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium hemsleyanum (King) Chantar. & J.Parn.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03050,Syzygium hemsleyanum (King) Chantar. & J.Parn.
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium laetum (Buch.-Ham.) Gandhi,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03058,Syzygium laetum (Buch.-Ham.) Gandhi
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium oblatum (Roxb.) Wall. ex A.M.Cowan & Cowan,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03070,Syzygium oblatum (Roxb.) Wall. ex A.M.Cowan & Cowan
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium prainianum (King) Chantar. & J.Parn.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03080,Syzygium prainianum (King) Chantar. & J.Parn.
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium samarangense (Blume) Merr. & L.M.Perry,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03091,Syzygium samarangense (Blume) Merr. & L.M.Perry
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium subrufum (King) Masam.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03097,Syzygium griffithii
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium thumra (Roxb.) Merr. & L.M.Perry,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03103,Syzygium thumra (Roxb.) Merr. & L.M.Perry
8,Euphorbiaceae,37. Euphorbia,Euphorbia,37.0,Euphorbia sp.,PENINSULAR: Trang (Bangsak).,,"In rocky limestone hill, sea level. Flowering: February; fruiting: February, April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Euphorbia&tdcode=03365,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03386,Euphorbia sp.
8,Euphorbiaceae,37. Euphorbia,Euphorbia,37.0,Euphorbia cotinifolia subsp. cotinoides (Miq.) Christenhusz,e-Flora of Thailand,Typical,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Euphorbia&tdcode=03365,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03387,Euphorbia cotinifolia subsp. cotinoides (Miq.) Christenhusz
8,Euphorbiaceae,29. Croton,Croton,29.0,Croton sp. 2.,"EASTERN: Ubon Ratchathani (Phu Chong Nayoi NP), Planted in Sa Kaeo RFD Centennial Botanic Garden).",Endemic?.,"On riverbank in area of evergreen lowland forests, over sandstone, low altitudes. Flowering and fruiting: August.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Croton&tdcode=03297,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03328,Croton sp. 2.
8,Euphorbiaceae,29. Croton,Croton,29.0,Croton sp. 1.,"NORTHERN: Chiang Mai (Doi Chiang Dao, Samoeng), Tak (Mae Moi); NORTH-EASTERN: Phetchabun (Thung Salaeng Luang), Loei (Phu Ruea).",Laos.,"In forests, further details not reported, 500–1,400 m alt. Flowering: December–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Croton&tdcode=03297,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03327,Croton sp. 1.
8,Euphorbiaceae,43. Hevea,Hevea,43.0,Hevea brasiliensis (Kunth) Müll.Arg.,"Cultivated in plantations, mainly in the South-Eastern and Peninsular. Reported 'wild' (escaped) for; SOUTH-EASTERN: Chanthaburi (Pong Nam Ron), Trat (Ko Chang); PENINSULAR: Trang (Ban Nam Phrai), Satun (Kuan Sato, Tapan Lek), Narathiwat (Waeng).","Originally from Amazonian S America (Brazil – type), presently cultivated world-wide in the tropics.","Reported wild and common in evergreen forests, probably because plantations have been abandoned, in fact only known from cultivation, once reported from limestone, 0–200 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hevea&tdcode=03431,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03432,Hevea brasiliensis (Kunth) Müll.Arg.
8,Euphorbiaceae,52. Macaranga,Macaranga,52.0,Macaranga hullettii subsp. hullettii,PENINSULAR: Narathiwat.,"Malay Peninsula (type), Sumatra, Borneo.","Lowland forests, up to ca 800 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Macaranga&tdcode=03454,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03463,Macaranga hullettii subsp. hullettii
8,Euphorbiaceae,52. Macaranga,Macaranga,52.0,Macaranga triloba (Reinw.ex Blume) Müll.Arg.,"PENINSULAR: Pattani, Narathiwat.","Sumatra (including Bangka), Java (type), Malay Peninsula, Cambodia?, S Vietnam?","Lowlands, up to ca 800 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Macaranga&tdcode=03454,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03478,Macaranga triloba (Reinw.ex Blume) Müll.Arg.
8,Euphorbiaceae,53. Mallotus,Mallotus,53.0,Mallotus repandus (Rottler) Müll.Arg.,"NORTHERN: Chiang Mai (Doi Chiang Dao), Chiang Rai (Doi Luang), Phrae (Hue Kamui); NORTH-EASTERN: Loei (Phu Luang), Khon Kaen (Pha Bhraung Cave); EASTERN: Nakhon Ratchasima (Pak Thongchai); SOUTH-WESTERN: Kanchanaburi (Sangkhla Buri), Ratchaburi (Ban Pong), Prachuap Khiri Khan (Pranburi); CENTRAL: Saraburi (Sam Lan), Krung Thep Maha Nakhon (Bangkok) (Wat Sing); SOUTH-EASTERN: Sa Kaeo (Wattana), Chon Buri (Si Racha, Tung Brong), Chachoengsao; PENINSULAR: Surat Thani (Ko Nong, Ko Samui), Yala (Betong).","W Peninsular India (type?), Sri Lanka to Taiwan and the Philippines, scattered throughout Malesia (absent from Borneo) to Australia and New Caledonia.","Usually in disturbed places like thickets, along roads, along streams in evergreen and especially mixed deciduous forests; soil: calcareous, limestone bedrock; 150–550 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Mallotus&tdcode=03479,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03511,Mallotus repandus (Rottler) Müll.Arg.
8,Euphorbiaceae,53. Mallotus,Mallotus,53.0,Mallotus sp. nov. S.E.C.Sierra.,"SOUTH-EASTERN: Prachin Buri (Khao Singto, Kabin Buri – type: Kerr 19835, holotype -L, isotypes -BM K).",Endemic.,"In evergreen forests on limestone hill, 50 m alt. Fruiting: November.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Mallotus&tdcode=03479,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03502,Mallotus sp. nov. S.E.C.Sierra.
8,Euphorbiaceae,83. Trewia,Trewia,83.0,Trewia nudiflora L.,Throughout the country.,"From India (type), Nepal, and, Sri Lanka, throughout SE Asia mainland to S China and W Malesia (Malay Peninsula, Sumatra, Java, Borneo, the Philippines).","Deciduous to evergreen forests, usually in disdurbed and (partly) open sites, common along streams, on various soil types, dry to wet, up to 1,200 m alt. Flowering: mainly December–April; fruiting: May–September. In Nepal fruits are dispersed by rhinoceros and cattle.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Trewia&tdcode=03645,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03646,Mallotus nudiflorus
8,Euphorbiaceae,2. Actephila,Actephila,2.0,Actephila collinsiae W.Hunter ex Craib,"SOUTH-WESTERN: Uthai Thani (Lan Sak), Phetchaburi (type: Winit 552 -BK BKF), Prachuap Khiri Khan (Sam Roi Yot NP).",Endemic.,"On dry limestone hills, 100–300 m alt. Flowering: March; fruiting: August.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Actephila&tdcode=03135,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03136,Actephila collinsiae W.Hunter ex Craib
8,Euphorbiaceae,38. Excoecaria,Excoecaria,38.0,Excoecaria cochinchinensis Lour.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Excoecaria&tdcode=03394,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03397,Excoecaria cochinchinensis Lour.
8,Euphorbiaceae,76. Sauropus,Sauropus,76.0,Sauropus spatuliifolius Beille,Known from two cultivated collections: NORTHERN: Chiang Mai (Chiang Mai University); CENTRAL: Krung Thep Maha Nakhon (Bangkok) (Bangkhen).,Vietnam (type).,"Cultivated in open, herbal gardens, 300 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Sauropus&tdcode=03605,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03627,Breynia spatulifolia
8,Euphorbiaceae,7. Aporosa,Aporosa,7.0,Aporosa symplocoides var. symplocoides,"PENINSULAR: Pattani (Betong), Narathiwat (Khao Ai Kapo).","Malay Peninsula (type), Sumatra, Borneo.","Primary, somewhat disturbed or logged over, evergreen forests, along roadsides, or by streams, in open, dense, or (partly) shaded areas, sometimes in seasonal swamps; on granitic or sandy, rich, blackish soil; low to 500 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Aporosa&tdcode=03181,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03201,Aporosa symplocoides var. symplocoides
8,Euphorbiaceae,6. Antidesma,Antidesma,6.0,Antidesma neurocarpum Miq.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Antidesma&tdcode=03152,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03171,Antidesma neurocarpum Miq.
8,Euphorbiaceae,6. Antidesma,Antidesma,6.0,Antidesma tomentosum Blume,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Antidesma&tdcode=03152,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03177,Antidesma tomentosum Blume
9,Bombaceae,3. Durio,Durio,3.0,Durio mansoni (Gamble) Bakh.,"SOUTH-EASTERN: Chanthaburi; PENINSULAR: Ranong, Phangnga.",Burma (type).,"In lowland, tropical evergreen forests, 50–1,000 m alt. Flowering and fruiting: February–April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Bombaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Durio&tdcode=03686,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03690,Boschia mansonii
