volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,thailand,distribution,ecology,family_url,genus_url,species_url,specific_name,wfo_id,source,match_type,Species,Plant ID,Letter,DataSheetURL,temp_opt_min,temp_opt_max,temp_abs_min,temp_abs_max,rain_opt_min,rain_opt_max,rain_abs_min,rain_abs_max,ph_opt_min,ph_opt_max,ph_abs_min,ph_abs_max
4.0,Leguminosae-Papilionoideae,Calopogonium,Calopogonium,,Calopogonium mucunoides Desv.,"NORTHERN: Chiang Mai (Mueang), Chiang Rai (Doi Tung, Wiang Chai), Nan (Doi Phu Kha NP), Lampang (Chae Hom); SOUTH-WESTERN: Kanchanaburi (Sangkhla Buri); CENTRAL: Saraburi (Khao Phaeng Ma, Namtok Samlan NP), Pathum Thani (Khlong Luang), Krung Thep Maha Nakhon (Bangkok) (Bang Khen); SOUTH-EASTERN: Chanthaburi (Khung Wiman, Phlio Waterfall), Trat (Khao Saming); PENINSULAR: Chumphon (Sawi, Thung Kha), Ranong (Bang Rin, Kapoe), Surat Thani (Khao Sok NP), Phuket (Ko Racha Yai); Krabi (Ban Nai Chong, Khao Phra Bang Khram), Nakhon Si Thammarat (Karom Waterfall), Trang (Khao Chong), Satun (Tarutao NP), Songkhla (Hat Yai, Padang Besa), Yala (Hala Bala WS), Narathiwat (Su-ngai Kolok).","Native to C & S America (Guiana – type), West Indies; widely introduced to tropical Africa, Asia and elsewhere.","Cultivated and usually naturalized throughout the country in open areas, roadsides, disturbed areas, paddy field, near the river or waterfall, limestone hill, montane rainforest, deciduous dipterocarp, dry evergreen and peat swamp forests; 0–1,200 m alt. Flowering and fruiting: August–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Calopogonium&tdcode=09042,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=09043,Calopogonium mucunoides Desv.,,present,B_core_exact,Calopogonium mucunoides,596,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=596,24.0,32.0,18.0,36.0,1300.0,2500.0,900.0,4300.0,4.5,5.7,4.3,8.0
16.0,Annonaceae,5. Cananga (in part),Cananga (in part),5.0,Cananga odorata (Lam.) Hook.f. & Thomson,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Annonaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cananga&tdcode=08289,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08291,Cananga odorata (Lam.) Hook.f. & Thomson,,missing,B_core_exact,Cananga odorata,603,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=603,20.0,30.0,16.0,34.0,1500.0,2000.0,700.0,2800.0,5.0,6.5,4.5,8.0
4.0,Leguminosae-Papilionoideae,Canavalia,Canavalia,,Canavalia ensiformis (L.) DC.,Cultivated in Phitsanulok and Narathiwat.,Ecology : Fully open areas.,Fully open areas.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Canavalia&tdcode=09044,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=09046,Canavalia ensiformis (L.) DC.,,present,B_core_exact,Canavalia ensiformis,609,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=609,20.0,28.0,14.0,36.0,800.0,2000.0,600.0,4300.0,5.0,6.0,4.3,8.0
4.0,Leguminosae-Papilionoideae,Canavalia,Canavalia,,Canavalia gladiata (Jacq.) DC.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Canavalia&tdcode=09044,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=09047,Canavalia gladiata (Jacq.) DC.,,present,B_core_exact,Canavalia gladiata,2227,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2227,15.0,30.0,12.0,36.0,800.0,1800.0,600.0,2600.0,5.0,6.0,4.3,7.5
9.0,Cannaceae,Canna,Canna,,Canna indica L.,"Cultivated throughout the country and frequently found as a garden escape around villages, often in wet places and along canals.","From Bolivia and throughout northern S America northwards to Mexico, cultivated and naturalized throughout the tropics.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cannaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Canna&tdcode=03754,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03755,Canna indica L.,,present,B_core_exact,Canna indica,612,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=612,12.0,32.0,14.0,24.0,1000.0,4500.0,500.0,5000.0,5.5,7.5,5.0,8.0
2.0,Cannabidaceae,Cannabis,Cannabis,,Cannabis sativa L.,"Northern, North-Eastern and Central: cultivated only.","Cultivated nearly throughout the world, native of Central Asia, type from India.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cannabidaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cannabis&tdcode=00546,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00547,Cannabis sativa L.,,present,B_core_exact,Cannabis sativa ssp. indica,4127,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4127,15.0,28.0,6.0,32.0,600.0,1200.0,350.0,4000.0,6.0,7.0,4.5,8.2
9.0,Caricaceae,Carica,Carica,,Carica papaya L.,Widely cultivated throughout the country.,"Native to Tropical America, cultivated all over the tropics and subtropics.",Flowering and fruiting throughout the year.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Caricaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Carica&tdcode=03758,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03759,Carica papaya L.,,present,B_core_exact,Carica papaya,630,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=630,21.0,30.0,12.0,44.0,1500.0,2500.0,1000.0,3000.0,5.5,7.0,4.5,8.0
7.0,Apocynaceae,1. Carissa,Carissa,1.0,Carissa carandas L.,Cultivated.,"India, Sri Lanka, China, Burma, Malaysia, Indonesia (largely in cultivation). Probably native only in S India.",In Thailand known only in cultivation.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Apocynaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Carissa&tdcode=02126,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02127,Carissa carandas L.,,present,B_core_exact,Carissa carandas,4223,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4223,23.0,30.0,16.0,34.0,1000.0,1400.0,700.0,2700.0,6.5,8.0,6.0,8.5
4.0,Leguminosae-Caesalpinioideae,16 Cassia,Cassia,16.0,Cassia alata L.,"Found all over the country, sometimes cultivated for medical purposes.","Pantropical, indigenous to S America (type).","On waste places, often along ditches between the rice-fields, up to 1,500 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Caesalpinioideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cassia&tdcode=00746,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00753,Senna alata,,present,B_core_exact,Cassia alata,634,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=634,23.0,29.0,12.0,33.0,1500.0,2500.0,640.0,4290.0,5.5,6.5,4.3,8.0
4.0,Leguminosae-Caesalpinioideae,16 Cassia,Cassia,16.0,Cassia fistula L.,"All over the country, often planted as an ornamental.","Probably native of India (type), Ceylon and Malesia (Java ?, Celebes), at an early date spread to China and Egypt and later throughout the tropics mainly as an ornamental but also for medical purposes.","Frequent in mixed deciduous forests, scattered in dry deciduous dipterocarp forests.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Caesalpinioideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cassia&tdcode=00746,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00747,Cassia fistula L.,,present,B_core_exact,Cassia fistula,635,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=635,18.0,30.0,4.0,48.0,1000.0,2000.0,500.0,3500.0,6.0,7.0,5.5,7.8
4.0,Leguminosae-Caesalpinioideae,16 Cassia,Cassia,16.0,Cassia mimosoides L.,All over the country.,Pantropical (type from Ceylon). Probably indigenoys to continental SE Asia.,"Mainly found in open grasslands, also weedy in sunny places. Flowers all year round.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Caesalpinioideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cassia&tdcode=00746,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00769,Chamaecrista mimosoides,,present,B_core_exact,Cassia mimosoides,4291,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4291,,,,,,,,,,,,
4.0,Leguminosae-Caesalpinioideae,16 Cassia,Cassia,16.0,Cassia occidentalis L.,Common weed all over the country.,Pantropical weed of S American origin (type from Jamaica).,"In waste places mainly, from sea level up to 1,000 m alt. Flowers throughout the year.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Caesalpinioideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cassia&tdcode=00746,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00759,Senna occidentalis,,present,B_core_exact,Cassia occidentalis,639,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=639,22.0,28.0,9.0,32.0,1000.0,1700.0,640.0,4300.0,6.0,7.0,4.5,8.4
4.0,Leguminosae-Caesalpinioideae,16 Cassia,Cassia,16.0,Cassia siamea Lam.,All over the country. Commonly planted.,Native of SE Asia (type from India). Widely cultivated in the tropics.,Various types of forests at lower altitudes.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Caesalpinioideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cassia&tdcode=00746,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00755,Senna siamea,,present,B_core_exact,Cassia siamea,4299,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4299,23.0,33.0,13.0,48.0,650.0,1500.0,400.0,2800.0,5.5,6.5,5.0,7.5
2.0,Casuarinaceae,Casuarina,Casuarina,,Casuarina equisetifolia L. ex J.R.Forst. & G.Forst.,"SOUTH-WESTERN: Prachuap Khiri Khan, Phetchaburi; PENINSULAR: Phangnga, Phuket, Songkhla, Narathiwat.","India, Burma, Vietnam, throughout Malesia, Java, Australia and Polynesia.","Along seashores on sandy beaches, from the sea level up to 30 m alt. in Thailand, cultivated up to 1,100–1,300 m alt. Flowering and fruiting: January–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Casuarinaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Casuarina&tdcode=00555,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00556,Casuarina equisetifolia L. ex J.R.Forst. & G.Forst.,,missing,B_core_exact,Casuarina equisetifolia,646,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=646,20.0,35.0,10.0,40.0,700.0,3500.0,200.0,5000.0,5.0,6.5,4.0,8.5
2.0,Casuarinaceae,Casuarina,Casuarina,,Casuarina junghuhniana Miq.,"Known only under cultivation, it was introduced either from Penang or Singapore by Phraya Patiphat Phuban sometime in the 1900.","Java (Wonosari – type), lesser Sunda Islands.","Often as a pioneer species in dry and periodically burnt areas, sometimes forming forests. Only male trees were introduced into Thailand. It thrives on any type of soil and is planted as road-side tree throughout the country. Being a fast-growing species,",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Casuarinaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Casuarina&tdcode=00555,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00557,Casuarina junghuhniana Miq.,,present,B_core_exact,Casuarina junghuhniana,4343,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4343,20.0,28.0,13.0,32.0,1000.0,1600.0,700.0,2000.0,4.5,7.0,2.8,8.0
7.0,Apocynaceae,12. Catharanthus,Catharanthus,12.0,Catharanthus roseus (L.) G.Don,"Widely cultivated, occasionally naturalised.",Native of Madagascar.,Cultivated but also sometimes naturalised on sandy areas near sea or on waste ground.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Apocynaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Catharanthus&tdcode=02170,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02171,Catharanthus roseus (L.) G.Don,,present,B_core_exact,Catharanthus roseus,652,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=652,20.0,30.0,10.0,34.0,1000.0,1200.0,800.0,1400.0,6.0,7.0,5.5,7.5
9.0,Bombaceae,2. Ceiba,Ceiba,2.0,Ceiba pentandra (L.) Gaertn.,Cultivated throughout the country.,"India (type), cultivated in tropical S America, Africa and Asia.","Cultivated at 10–350 m alt. Flowering and fruiting: January, March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Bombaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ceiba&tdcode=03684,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03685,Ceiba pentandra (L.) Gaertn.,,present,B_core_exact,Ceiba pentandra,658,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=658,17.0,38.0,12.0,40.0,1500.0,2500.0,750.0,3000.0,5.5,6.5,5.0,7.5
5.0,Amaranthaceae,2 Celosia,Celosia,2.0,Celosia argentea L.,Cultivated and naturalized all over the country.,Origin uncertain (also of the type in LINN.). Cultivated in all warmer parts of the world and frequently naturalized.,Mainly found around towns and settlements and along roadsides.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Amaranthaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Celosia&tdcode=01219,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01220,Celosia argentea L.,,present,B_core_exact,Celosia argentea,660,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=660,25.0,30.0,20.0,40.0,1500.0,2500.0,1000.0,3000.0,6.0,6.5,5.5,7.5
5.0,Umbelliferae,2 Centella,Centella,2.0,Centella asiatica (L.) Urb.,"NORTHERN: Chiang Mai (Doi Suthep, Doi Inthanon), Chiang Rai (Doi Tung), Tak (Wang Chao), Phitsanulok (Thung Salaeng Luang); NORTH-EASTERN: Loei (Phu Ruea), Nong Khai; CENTRAL: Krung Thep Maha Nakhon (Bangkok), Nakhon Nayok (Nang Rong); SOUTH-EASTERN: Chon Buri (Sattahip), Trat (K0 Chang, Khlong Son); SOUTH-WESTERN: Prachuap Khiri Khan (Bang Saphan).",Tropical and subtropical regions of the world (India – type).,"Pond and streamsides, evergreen forests, fields, or as a garden weed, 300–1,450 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Umbelliferae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Centella&tdcode=01310,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01311,Centella asiatica (L.) Urban,,present,B_core_exact,Centella asiatica,669,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=669,,,,,,,,,,,,
4.0,Leguminosae-Papilionoideae,Centrosema,Centrosema,,Centrosema pascuorum Mart. ex Benth.,"Cultivated in North-Eastern, Eastern, Central and Southern provinces.","Native to Mexico, Central America, Ecuador, Brazil (type).",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Centrosema&tdcode=09051,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=09053,Centrosema pascuorum Mart. ex Benth.,,present,B_core_exact,Centrosema pascuorum,4411,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4411,22.0,32.0,10.0,40.0,700.0,1500.0,350.0,2000.0,5.5,7.5,5.0,8.5
2.0,Rhizophoraceae,3 Ceriops,Ceriops,3.0,Ceriops decandra (Griff.) Ding Hou,"SOUTH-EASTERN: Chon Buri (Si Racha), Chathaburi; PENINSULAR: Krabi, Phuket, Satun, Surat Thani, Chumphon.","India (type), Burma, Cambodia, S Vietnam, Malesia.",Mangrove forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rhizophoraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ceriops&tdcode=00017,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00019,Ceriops decandra (Griff.) Ding Hou,,missing,B_core_exact,Ceriops decandra,4434,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4434,22.0,28.0,15.0,32.0,1500.0,3500.0,1000.0,5000.0,6.8,7.2,6.5,7.5
2.0,Rhizophoraceae,3 Ceriops,Ceriops,3.0,Ceriops tagal (Perr.) C.B.Rob.,"SOUTH-EASTERN: Chanthaburi, Trat; SOUTH-WESTERN: Prachuap Khiri Khan; PENINSULAR: Surat Thani, Chumphon.","E Africa, Madagascar, tropical Asia, throughout Malesia (the Philippines – type) to Micronesia, Melanesia, and Australia.",Mangrove forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rhizophoraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ceriops&tdcode=00017,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00018,Ceriops tagal (Perr.) C.B.Rob.,,present,B_core_exact,Ceriops tagal,4435,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4435,20.0,30.0,10.0,38.0,1500.0,3000.0,1000.0,4000.0,6.8,7.2,6.5,7.5
7.0,Chenopodiaceae,1. Chenopodium,Chenopodium,1.0,Chenopodium ambrosioides L.,NORTHERN: Mae Hong Son.,"Cosmopolitan in the warmer parts of the world, considered neotropical of origin (type from Spain).","Waste places, old clearings. The one Thai collection originates from an old clearing by hill tribes at Ban Tak Rai, 1,200 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Chenopodiaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Chenopodium&tdcode=02400,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02401,Dysphania ambrosioides,,present,B_core_exact,Chenopodium ambrosioides,4483,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4483,15.0,22.0,4.0,31.0,800.0,1500.0,300.0,4200.0,6.5,7.5,5.0,8.7
13.0,Compositae (Asteraceae),17. Chromolaena,Chromolaena,17.0,Chromolaena odorata (L.) R.M.King & H.Rob.,"NORTHERN: Mae Hong Son (Doi Pa Daeng), Nan (Pha Sing), Chiang Mai (Doi Suthep, Mae Klang Falls, Doi Inthanon, Ban Mae Kon, Pa Mon to Sop Aep); NORTH-EASTERN: Phetchabun (Lom Sak), Loei (Phu Luang, Phu Kradueng NP), Khon Kaen (Pha Nok Khao); EASTERN: Ubon Ratchathani (Na Chaluai); SOUTH-WESTERN: Uthai Thani (Huai Kha Kaeng WS), Kanchanburi (Tham Tan Lot NP, Namtok Huai Yang NP); CENTRAL: Singburi, Phra Nakhon Si Ayutthaya, Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Chon Buri (Si Racha), Rayong (Klaeng), Chanthaburi (Laem Sing, Pong Nam Ron, Makham); PENINSULAR: Ranong (Kapoe), Surat Thani (Khirirat Nikhom), Phangnga, Phatthalung, Phuket (Thalang), Nakhon Si Thammarat (Tha Sala), Songkhla (Rattaphum, Hat Yai).",Native of C & S America (New World – type).,"Naturalised throughout SE Asia, roadside thickets and old clearings, 50–1,000 m alt. Flowering: nearly all the year round.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Chromolaena&tdcode=06247,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06248,Chromolaena odorata (L.) R.M.King & H.Rob.,,present,B_core_exact,Chromolaena odorata,685,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=685,20.0,35.0,16.0,38.0,2000.0,4000.0,1500.0,5000.0,5.0,6.5,4.0,7.5
11.0,Sapotaceae,1. Chrysophyllum,Chrysophyllum,1.0,Chrysophyllum cainito L.,Cultivated throughout the country.,"Tropical America (West Indies – type), cultivated throughout the tropics.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sapotaceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Chrysophyllum&tdcode=05417,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05418,Chrysophyllum cainito L.,,present,B_core_exact,Chrysophyllum cainito,689,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=689,22.0,28.0,12.0,35.0,1000.0,1400.0,800.0,2200.0,5.0,5.5,4.4,7.5
9.0,Cucurbitaceae,3. Citrullus,Citrullus,3.0,Citrullus lanatus (Thunb.) Matsum. & Nakai,Commonly cultivated everywhere.,"Indigenous of southern Africa, the original wild form probably chiefly in the Kalahari desert, cultivated forms with numerous variants in the warmer part all over the world. Wild growing feral forms are commonly found on waste places.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cucurbitaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Citrullus&tdcode=03985,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03986,Citrullus lanatus (Thunb.) Matsum. & Nakai,,present,B_core_exact,Citrullus lanatus,708,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=708,20.0,35.0,15.0,40.0,500.0,700.0,400.0,1800.0,6.0,7.0,5.5,7.5
4.0,Leguminosae-Papilionoideae,Clitoria,Clitoria,,Clitoria laurifolia Poir.,PENINSULAR: Narathiwat (Tak Bai).,"Native to S America and West Indies (Puerto Rico – type), cultivated elsewhere, Africa, India, Sri Lanka, Myanmar, China, Vietnam, Peninsular Malaysia.","Along the coast, meadows or grassland in sandy soil and reported this species can be found in very dry to wetter soil near sea level.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Clitoria&tdcode=09054,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=09060,Clitoria laurifolia Poir.,,present,B_core_exact,Clitoria laurifolia,4698,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4698,21.0,28.0,17.0,34.0,700.0,1800.0,530.0,2800.0,4.5,5.0,4.0,5.5
4.0,Leguminosae-Papilionoideae,Clitoria,Clitoria,,Clitoria ternatea L.,Cultivated.,"Native to the Old World tropics (Molucca – type), now throughout tropical America, Africa, Asia.","Introduced and naturalized elsewhere, roadside, disturbed areas in open area, dry dipterocarp and mixed deciduous forests; 50–400 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Clitoria&tdcode=09054,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=09065,Clitoria ternatea L.,,present,B_core_exact,Clitoria ternatea,738,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=738,19.0,28.0,15.0,32.0,1200.0,1800.0,400.0,4300.0,6.5,7.5,4.5,9.0
14.0,Polygonaceae,4. Coccoloba,Coccoloba,4.0,Coccoloba uvifera L.,Introduced and cultivated.,"Mexico, Caribbean (type), C & S America.",Cultivated as an ornamental plant.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Polygonaceae&volumeno=14,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coccoloba&tdcode=06865,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06866,Coccoloba uvifera (L.) L.,,present,B_core_exact,Coccoloba uvifera,743,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=743,21.0,26.0,10.0,32.0,700.0,1400.0,400.0,2500.0,6.5,7.5,5.8,8.0
11.0,Araceae,10. Colocasia,Colocasia,10.0,Colocasia esculenta (L.) Schott,"Throughout the Kingdom. Formal records include: NORTHERN: Chiang Mai, Lamphun; SOUTH-WESTERN: Phetchaburi; CENTRAL: Krung Thep Maha Nakhon (Bangkok); PENINSULAR: Chumphon, Phuket, Satun, Narathiwat.","Ecology : Roadside ditches, wet fields, as a crop and weed in cultivated and otherwise disturbed land.","Roadside ditches, wet fields, as a crop and weed in cultivated and otherwise disturbed land.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Colocasia&tdcode=04955,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04956,Colocasia esculenta (L.) Schott,,missing,B_core_exact,Colocasia esculenta,758,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=758,21.0,28.0,10.0,35.0,1800.0,2700.0,1000.0,4100.0,5.5,6.5,4.3,8.2
11.0,Araceae,10. Colocasia,Colocasia,10.0,Colocasia esculenta (L.) Schott,"Throughout the Kingdom. Formal records include: NORTHERN: Chiang Mai, Lamphun; SOUTH-WESTERN: Phetchaburi; CENTRAL: Krung Thep Maha Nakhon (Bangkok); PENINSULAR: Chumphon, Phuket, Satun, Narathiwat.","Ecology : Roadside ditches, wet fields, as a crop and weed in cultivated and otherwise disturbed land.","Roadside ditches, wet fields, as a crop and weed in cultivated and otherwise disturbed land.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Colocasia&tdcode=04955,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04956,Colocasia esculenta (L.) Schott,,missing,B_core_exact,Colocasia esculenta var. antiquorum,4772,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4772,19.0,25.0,5.0,30.0,1500.0,2000.0,700.0,3000.0,5.5,6.5,4.5,8.0
6.0,Tiliaceae,3 Corchorus,Corchorus,3.0,Corchorus capsularis L.,"NORTHERN: Chiang Mai, Chiang Rai; SOUTH-WESTERN: Kanchanaburi; CENTRAL: Ang Thong, Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Prachin Buri, Chon Buri; PENINSULAR: Phangnga.","China (type), Japan, India, Burma, Vietnam, Malay Peninsula, Indonesia, the Philippines.","In open spaces, paddy fields or swampy areas, 50–400 m alt. Flowering and fruiting: October–December.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Tiliaceae&volumeno=6,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Corchorus&tdcode=01526,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01530,Corchorus capsularis L.,,present,B_core_exact,Corchorus capsularis,4849,C,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=4849,20.0,37.0,13.0,45.0,1500.0,3000.0,900.0,3600.0,6.5,7.0,5.0,8.6
